0001ADB0	Fists
00A82ACE	Dark Manikin Claws+6
00A82ACF	Dark Manikin Claws+7
00A82AD0	Dark Manikin Claws+8
00A82AD1	Dark Manikin Claws+9
00A82AD2	Dark Manikin Claws+10
00A82B2C	Poison Manikin Claws
00A82B2D	Poison Manikin Claws+1
00A82B2E	Poison Manikin Claws+2
00A82B2F	Poison Manikin Claws+3
00A82B30	Poison Manikin Claws+4
00A82B31	Poison Manikin Claws+5
00A82B32	Poison Manikin Claws+6
00A82B33	Poison Manikin Claws+7
00A82B34	Poison Manikin Claws+8
00A82B35	Poison Manikin Claws+9
00A82B36	Poison Manikin Claws+10
00A82B90	Blood Manikin Claws
00A82B91	Blood Manikin Claws+1
00A82B92	Blood Manikin Claws+2
00A82B93	Blood Manikin Claws+3
00A82B94	Blood Manikin Claws+4
00A82B95	Blood Manikin Claws+5
00A82B96	Blood Manikin Claws+6
00A82B97	Blood Manikin Claws+7
00A82B98	Blood Manikin Claws+8
00A82B99	Blood Manikin Claws+9
00A82B9A	Blood Manikin Claws+10
00A82BF4	Raw Manikin Claws
00A82BF5	Raw Manikin Claws+1
00A82BF6	Raw Manikin Claws+2
00A82BF7	Raw Manikin Claws+3
00A82BF8	Raw Manikin Claws+4
00A82BF9	Raw Manikin Claws+5
00A82BFA	Raw Manikin Claws+6
00A82BFB	Raw Manikin Claws+7
00A82BFC	Raw Manikin Claws+8
00A82BFD	Raw Manikin Claws+9
00A82BFE	Raw Manikin Claws+10
00A82C58	Blessed Manikin Claws
00A82C59	Blessed Manikin Claws+1
00A82C5A	Blessed Manikin Claws+2
00A82C5B	Blessed Manikin Claws+3
00A82C5C	Blessed Manikin Claws+4
00A82C5D	Blessed Manikin Claws+5
00A82C5E	Blessed Manikin Claws+6
00A82C5F	Blessed Manikin Claws+7
00A82C60	Blessed Manikin Claws+8
00A82C61	Blessed Manikin Claws+9
00A82C62	Blessed Manikin Claws+10
00A82CBC	Hollow Manikin Claws
00A82CBD	Hollow Manikin Claws+1
00A82CBE	Hollow Manikin Claws+2
00A82CBF	Hollow Manikin Claws+3
00A82CC0	Hollow Manikin Claws+4
00A82CC1	Hollow Manikin Claws+5
00A82CC2	Hollow Manikin Claws+6
00A82CC3	Hollow Manikin Claws+7
00A82CC4	Hollow Manikin Claws+8
00A82CC5	Hollow Manikin Claws+9
00A82CC6	Hollow Manikin Claws+10
00A84DF0	Demon's Fist
00A84DF1	Demon's Fist+1
00A84DF2	Demon's Fist+2
00A84DF3	Demon's Fist+3
00A84DF4	Demon's Fist+4
00A84DF5	Demon's Fist+5
00A84DF6	Demon's Fist+6
00A84DF7	Demon's Fist+7
00A84DF8	Demon's Fist+8
00A84DF9	Demon's Fist+9
00A84DFA	Demon's Fist+10
00A87500	Dark Hand
00A87501	Dark Hand+1
00A87502	Dark Hand+2
00A87503	Dark Hand+3
00A87504	Dark Hand+4
00A87505	Dark Hand+5
00A87506	Dark Hand+6
00A87507	Dark Hand+7
00A87508	Dark Hand+8
00A87509	Dark Hand+9
00A8750A	Dark Hand+10
00B71B00	Whip
00B71B01	Whip+1
00B71B02	Whip+2
00B71B03	Whip+3
00B71B04	Whip+4
00B71B05	Whip+5
00B71B06	Whip+6
00B71B07	Whip+7
00B71B08	Whip+8
00B71B09	Whip+9
00B71B0A	Whip+10
00B71B64	Heavy Whip
00B71B65	Heavy Whip+1
00B71B66	Heavy Whip+2
00B71B67	Heavy Whip+3
00B71B68	Heavy Whip+4
00B71B69	Heavy Whip+5
00B71B6A	Heavy Whip+6
00B71B6B	Heavy Whip+7
00B71B6C	Heavy Whip+8
00B71B6D	Heavy Whip+9
00B71B6E	Heavy Whip+10
00B71BC8	Sharp Whip
00B71BC9	Sharp Whip+1
00B71BCA	Sharp Whip+2
00B71BCB	Sharp Whip+3
00B71BCC	Sharp Whip+4
00B71BCD	Sharp Whip+5
00B71BCE	Sharp Whip+6
00B71BCF	Sharp Whip+7
00B71BD0	Sharp Whip+8
00B71BD1	Sharp Whip+9
00B71BD2	Sharp Whip+10
00B71C2C	Skilled Whip
00B71C2D	Skilled Whip+1
00B71C2E	Skilled Whip+2
00B71C2F	Skilled Whip+3
00B71C30	Skilled Whip+4
00B71C31	Skilled Whip+5
00B71C32	Skilled Whip+6
00B71C33	Skilled Whip+7
00B71C34	Skilled Whip+8
00B71C35	Skilled Whip+9
00B71C36	Skilled Whip+10
00B71C90	Simple Whip
00B71C91	Simple Whip+1
00B71C92	Simple Whip+2
00B71C93	Simple Whip+3
00B71C94	Simple Whip+4
00B71C95	Simple Whip+5
00B71C96	Simple Whip+6
00B71C97	Simple Whip+7
00B71C98	Simple Whip+8
00B71C99	Simple Whip+9
00B71C9A	Simple Whip+10
00B71CF4	Crystal Whip
00B71CF5	Crystal Whip+1
00B71CF6	Crystal Whip+2
00B71CF7	Crystal Whip+3
00B71CF8	Crystal Whip+4
00B71CF9	Crystal Whip+5
00B71CFA	Crystal Whip+6
00B71CFB	Crystal Whip+7
00B71CFC	Crystal Whip+8
00B71CFD	Crystal Whip+9
00B71CFE	Crystal Whip+10
00B71DBC	Chaos Whip
00B71DBD	Chaos Whip+1
00B71DBE	Chaos Whip+2
00B71DBF	Chaos Whip+3
00B71DC0	Chaos Whip+4
00B71DC1	Chaos Whip+5
00B71DC2	Chaos Whip+6
00B71DC3	Chaos Whip+7
00B71DC4	Chaos Whip+8
00B71DC5	Chaos Whip+9
00B71DC6	Chaos Whip+10
00B71E20	Lightning Whip
00B71E21	Lightning Whip+1
00B71E22	Lightning Whip+2
00B71E23	Lightning Whip+3
00B71E24	Lightning Whip+4
00B71E25	Lightning Whip+5
00B71E26	Lightning Whip+6
00B71E27	Lightning Whip+7
00B71E28	Lightning Whip+8
00B71E29	Lightning Whip+9
00B71E2A	Lightning Whip+10
00B71E84	Deep Whip
00B71E85	Deep Whip+1
00B71E86	Deep Whip+2
00B71E87	Deep Whip+3
00B71E88	Deep Whip+4
00B71E89	Deep Whip+5
00B71E8A	Deep Whip+6
00B71E8B	Deep Whip+7
00B71E8C	Deep Whip+8
00B71E8D	Deep Whip+9
00B71E8E	Deep Whip+10
00B71EE8	Dark Whip
00B71EE9	Dark Whip+1
00B71EEA	Dark Whip+2
00B71EEB	Dark Whip+3
00B71EEC	Dark Whip+4
00B71EED	Dark Whip+5
00B71EEE	Dark Whip+6
00B71EEF	Dark Whip+7
00B71EF0	Dark Whip+8
00B71EF1	Dark Whip+9
00B71EF2	Dark Whip+10
00B71F4C	Poison Whip
00B71F4D	Poison Whip+1
00B71F4E	Poison Whip+2
00B71F4F	Poison Whip+3
00B71F50	Poison Whip+4
00B71F51	Poison Whip+5
00B71F52	Poison Whip+6
00B71F53	Poison Whip+7
00B71F54	Poison Whip+8
00B71F55	Poison Whip+9
00B71F56	Poison Whip+10
00B71FB0	Blood Whip
00B71FB1	Blood Whip+1
00B71FB2	Blood Whip+2
00B71FB3	Blood Whip+3
00B71FB4	Blood Whip+4
00B71FB5	Blood Whip+5
00B71FB6	Blood Whip+6
00B71FB7	Blood Whip+7
00B71FB8	Blood Whip+8
00B71FB9	Blood Whip+9
00B71FBA	Blood Whip+10
00B72014	Raw Whip
00B72015	Raw Whip+1
00B72016	Raw Whip+2
00B72017	Raw Whip+3
00B72018	Raw Whip+4
00B72019	Raw Whip+5
00B7201A	Raw Whip+6
00B7201B	Raw Whip+7
00B7201C	Raw Whip+8
00B7201D	Raw Whip+9
00B7201E	Raw Whip+10
00B72078	Blessed Whip
00B72079	Blessed Whip+1
00B7207A	Blessed Whip+2
00B7207B	Blessed Whip+3
00B7207C	Blessed Whip+4
00B7207D	Blessed Whip+5
00B7207E	Blessed Whip+6
00B7207F	Blessed Whip+7
00B72080	Blessed Whip+8
00B72081	Blessed Whip+9
00B72082	Blessed Whip+10
00B720DC	Hollow Whip
00B720DD	Hollow Whip+1
00B720DE	Hollow Whip+2
00B720DF	Hollow Whip+3
00B720E0	Hollow Whip+4
00B720E1	Hollow Whip+5
00B720E2	Hollow Whip+6
00B720E3	Hollow Whip+7
00B720E4	Hollow Whip+8
00B720E5	Hollow Whip+9
00B720E6	Hollow Whip+10
00B7B740	Witch's Locks
00B7B741	Witch's Locks+1
00B7B742	Witch's Locks+2
00B7B743	Witch's Locks+3
00B7B744	Witch's Locks+4
00B7B745	Witch's Locks+5
00B7B746	Witch's Locks+6
00B7B747	Witch's Locks+7
00B7B748	Witch's Locks+8
00B7B749	Witch's Locks+9
00B7B74A	Witch's Locks+10
00B7DE50	Notched Whip
00B7DE51	Notched Whip+1
00B7DE52	Notched Whip+2
00B7DE53	Notched Whip+3
00B7DE54	Notched Whip+4
00B7DE55	Notched Whip+5
00B7DE56	Notched Whip+6
00B7DE57	Notched Whip+7
00B7DE58	Notched Whip+8
00B7DE59	Notched Whip+9
00B7DE5A	Notched Whip+10
00B7DEB4	Heavy Notched Whip
00B7DEB5	Heavy Notched Whip+1
00B7DEB6	Heavy Notched Whip+2
00B7DEB7	Heavy Notched Whip+3
00B7DEB8	Heavy Notched Whip+4
00B7DEB9	Heavy Notched Whip+5
00B7DEBA	Heavy Notched Whip+6
00B7DEBB	Heavy Notched Whip+7
00B7DEBC	Heavy Notched Whip+8
00B7DEBD	Heavy Notched Whip+9
00B7DEBE	Heavy Notched Whip+10
00B7DF18	Sharp Notched Whip
00B7DF19	Sharp Notched Whip+1
00B7DF1A	Sharp Notched Whip+2
00B7DF1B	Sharp Notched Whip+3
00B7DF1C	Sharp Notched Whip+4
00B7DF1D	Sharp Notched Whip+5
00B7DF1E	Sharp Notched Whip+6
00B7DF1F	Sharp Notched Whip+7
00B7DF20	Sharp Notched Whip+8
00B7DF21	Sharp Notched Whip+9
00B7DF22	Sharp Notched Whip+10
00B7DF7C	Skilled Notched Whip
00B7DF7D	Skilled Notched Whip+1
00B7DF7E	Skilled Notched Whip+2
00B7DF7F	Skilled Notched Whip+3
00B7DF80	Skilled Notched Whip+4
00B7DF81	Skilled Notched Whip+5
00B7DF82	Skilled Notched Whip+6
00B7DF83	Skilled Notched Whip+7
00B7DF84	Skilled Notched Whip+8
00B7DF85	Skilled Notched Whip+9
00B7DF86	Skilled Notched Whip+10
00B7DFE0	Simple Notched Whip
00B7DFE1	Simple Notched Whip+1
00B7DFE2	Simple Notched Whip+2
00B7DFE3	Simple Notched Whip+3
00B7DFE4	Simple Notched Whip+4
00B7DFE5	Simple Notched Whip+5
00B7DFE6	Simple Notched Whip+6
00B7DFE7	Simple Notched Whip+7
00B7DFE8	Simple Notched Whip+8
00B7DFE9	Simple Notched Whip+9
00B7DFEA	Simple Notched Whip+10
00B7E044	Crystal Notched Whip
00B7E045	Crystal Notched Whip+1
00B7E046	Crystal Notched Whip+2
00B7E047	Crystal Notched Whip+3
00B7E048	Crystal Notched Whip+4
00B7E049	Crystal Notched Whip+5
00B7E04A	Crystal Notched Whip+6
00B7E04B	Crystal Notched Whip+7
00B7E04C	Crystal Notched Whip+8
00B7E04D	Crystal Notched Whip+9
00B7E04E	Crystal Notched Whip+10
00B7E0A8	Fire Notched Whip
00B7E0A9	Fire Notched Whip+1
00B7E0AA	Fire Notched Whip+2
00B7E0AB	Fire Notched Whip+3
00B7E0AC	Fire Notched Whip+4
00B7E0AD	Fire Notched Whip+5
00B7E0AE	Fire Notched Whip+6
00B7E0AF	Fire Notched Whip+7
00B7E0B0	Fire Notched Whip+8
00B7E0B1	Fire Notched Whip+9
00B7E0B2	Fire Notched Whip+10
00B7E10C	Chaos Notched Whip
00B7E10D	Chaos Notched Whip+1
00B7E10E	Chaos Notched Whip+2
00B7E10F	Chaos Notched Whip+3
00B7E110	Chaos Notched Whip+4
00B7E111	Chaos Notched Whip+5
00B7E112	Chaos Notched Whip+6
00B7E113	Chaos Notched Whip+7
00B7E114	Chaos Notched Whip+8
00B7E115	Chaos Notched Whip+9
00B7E116	Chaos Notched Whip+10
00B7E170	Lightning Notched Whip
00B7E171	Lightning Notched Whip+1
00B7E172	Lightning Notched Whip+2
00B7E173	Lightning Notched Whip+3
00B7E174	Lightning Notched Whip+4
00B7E175	Lightning Notched Whip+5
00B7E176	Lightning Notched Whip+6
00B7E177	Lightning Notched Whip+7
00B7E178	Lightning Notched Whip+8
00B7E179	Lightning Notched Whip+9
00B7E17A	Lightning Notched Whip+10
00B7E1D4	Deep Notched Whip
00B7E1D5	Deep Notched Whip+1
00B7E1D6	Deep Notched Whip+2
00B7E1D7	Deep Notched Whip+3
00B7E1D8	Deep Notched Whip+4
00B7E1D9	Deep Notched Whip+5
00B7E1DA	Deep Notched Whip+6
00B7E1DB	Deep Notched Whip+7
00B7E1DC	Deep Notched Whip+8
00B7E1DD	Deep Notched Whip+9
00B7E1DE	Deep Notched Whip+10
00B7E238	Dark Notched Whip
00B7E239	Dark Notched Whip+1
00B7E23A	Dark Notched Whip+2
00B7E23B	Dark Notched Whip+3
00B7E23C	Dark Notched Whip+4
00B7E23D	Dark Notched Whip+5
00B7E23E	Dark Notched Whip+6
00B7E23F	Dark Notched Whip+7
00B7E240	Dark Notched Whip+8
00B7E241	Dark Notched Whip+9
00B7E242	Dark Notched Whip+10
00B7E29C	Poison Notched Whip
00B7E29D	Poison Notched Whip+1
00B7E29E	Poison Notched Whip+2
00B7E29F	Poison Notched Whip+3
00B7E2A0	Poison Notched Whip+4
00B7E2A1	Poison Notched Whip+5
00B7E2A2	Poison Notched Whip+6
00B7E2A3	Poison Notched Whip+7
00B7E2A4	Poison Notched Whip+8
00B7E2A5	Poison Notched Whip+9
00B7E2A6	Poison Notched Whip+10
00B7E300	Blood Notched Whip
00B7E301	Blood Notched Whip+1
00B7E302	Blood Notched Whip+2
00B7E303	Blood Notched Whip+3
00B7E304	Blood Notched Whip+4
00B7E305	Blood Notched Whip+5
00B7E306	Blood Notched Whip+6
00B7E307	Blood Notched Whip+7
00B7E308	Blood Notched Whip+8
00B7E309	Blood Notched Whip+9
00B7E30A	Blood Notched Whip+10
00B7E364	Raw Notched Whip
00B7E365	Raw Notched Whip+1
00B7E366	Raw Notched Whip+2
00B7E367	Raw Notched Whip+3
00B7E368	Raw Notched Whip+4
00B7E369	Raw Notched Whip+5
00B7E36A	Raw Notched Whip+6
00B7E36B	Raw Notched Whip+7
00B7E36C	Raw Notched Whip+8
00B7E36D	Raw Notched Whip+9
00B7E36E	Raw Notched Whip+10
00B7E3C8	Blessed Notched Whip
00B7E3C9	Blessed Notched Whip+1
00B7E3CA	Blessed Notched Whip+2
00B7E3CB	Blessed Notched Whip+3
00B7E3CC	Blessed Notched Whip+4
00B7E3CD	Blessed Notched Whip+5
00B7E3CE	Blessed Notched Whip+6
00B7E3CF	Blessed Notched Whip+7
00B7E3D0	Blessed Notched Whip+8
00B7E3D1	Blessed Notched Whip+9
00B7E3D2	Blessed Notched Whip+10
00B7E42C	Hollow Notched Whip
00B7E42D	Hollow Notched Whip+1
00B7E42E	Hollow Notched Whip+2
00B7E42F	Hollow Notched Whip+3
00B7E430	Hollow Notched Whip+4
00B7E431	Hollow Notched Whip+5
00B7E432	Hollow Notched Whip+6
00B7E433	Hollow Notched Whip+7
00B7E434	Hollow Notched Whip+8
00B7E435	Hollow Notched Whip+9
00B7E436	Hollow Notched Whip+10
00B80560	Spotted Whip
00B80561	Spotted Whip+1
00B80562	Spotted Whip+2
00B80563	Spotted Whip+3
00B80564	Spotted Whip+4
00B80565	Spotted Whip+5
00B80566	Spotted Whip+6
00B80567	Spotted Whip+7
00B80568	Spotted Whip+8
00B80569	Spotted Whip+9
00B8056A	Spotted Whip+10
00C72090	Talisman
00C72091	Talisman+1
00C72092	Talisman+2
00C72093	Talisman+3
00C72094	Talisman+4
00C72095	Talisman+5
00C72096	Talisman+6
00C72097	Talisman+7
00C72098	Talisman+8
00C72099	Talisman+9
00C7209A	Talisman+10
00C747A0	Sorcerer's Staff
00C747A1	Sorcerer's Staff+1
00C747A2	Sorcerer's Staff+2
00C747A3	Sorcerer's Staff+3
00C747A4	Sorcerer's Staff+4
00C747A5	Sorcerer's Staff+5
00C747A6	Sorcerer's Staff+6
00C747A7	Sorcerer's Staff+7
00C747A8	Sorcerer's Staff+8
00C747A9	Sorcerer's Staff+9
00C747AA	Sorcerer's Staff+10
00C76EB0	Storyteller's Staff
00C76EB1	Storyteller's Staff+1
00C76EB2	Storyteller's Staff+2
00C76EB3	Storyteller's Staff+3
00C76EB4	Storyteller's Staff+4
00C76EB5	Storyteller's Staff+5
00C76EB6	Storyteller's Staff+6
00C76EB7	Storyteller's Staff+7
00C76EB8	Storyteller's Staff+8
00C76EB9	Storyteller's Staff+9
00C76EBA	Storyteller's Staff+10
00C795C0	Mendicant's Staff
00C795C1	Mendicant's Staff+1
00C795C2	Mendicant's Staff+2
00C795C3	Mendicant's Staff+3
00C795C4	Mendicant's Staff+4
00C795C5	Mendicant's Staff+5
00C795C6	Mendicant's Staff+6
00C795C7	Mendicant's Staff+7
00C795C8	Mendicant's Staff+8
00C795C9	Mendicant's Staff+9
00C795CA	Mendicant's Staff+10
00C7E3E0	Man-grub's Staff
00C7E3E1	Man-grub's Staff+1
00C7E3E2	Man-grub's Staff+2
00C7E3E3	Man-grub's Staff+3
00C7E3E4	Man-grub's Staff+4
00C7E3E5	Man-grub's Staff+5
00C7E3E6	Man-grub's Staff+6
00C7E3E7	Man-grub's Staff+7
00C7E3E8	Man-grub's Staff+8
00C7E3E9	Man-grub's Staff+9
00C7E3EA	Man-grub's Staff+10
00C80AF0	Archdeacon's Great Staff
00C80AF1	Archdeacon's Great Staff+1
00C80AF2	Archdeacon's Great Staff+2
00C80AF3	Archdeacon's Great Staff+3
00C80AF4	Archdeacon's Great Staff+4
00C80AF5	Archdeacon's Great Staff+5
00C80AF6	Archdeacon's Great Staff+6
00C80AF7	Archdeacon's Great Staff+7
00C80AF8	Archdeacon's Great Staff+8
00C80AF9	Archdeacon's Great Staff+9
00C80AFA	Archdeacon's Great Staff+10
00C83200	Golden Ritual Spear
00C83201	Golden Ritual Spear+1
00C83202	Golden Ritual Spear+2
00C83203	Golden Ritual Spear+3
00C83204	Golden Ritual Spear+4
00C83205	Golden Ritual Spear+5
00C83206	Golden Ritual Spear+6
00C83207	Golden Ritual Spear+7
00C83208	Golden Ritual Spear+8
00C83209	Golden Ritual Spear+9
00C8320A	Golden Ritual Spear+10
00C88020	Yorshka's Chime
00C88021	Yorshka's Chime+1
00C88022	Yorshka's Chime+2
00C88023	Yorshka's Chime+3
00C88024	Yorshka's Chime+4
00C88025	Yorshka's Chime+5
00C88026	Yorshka's Chime+6
00C88027	Yorshka's Chime+7
00C88028	Yorshka's Chime+8
00C88029	Yorshka's Chime+9
00C8802A	Yorshka's Chime+10
00C8CE40	Sage's Crystal Staff
00C8CE41	Sage's Crystal Staff+1
00C8CE42	Sage's Crystal Staff+2
00C8CE43	Sage's Crystal Staff+3
00C8CE44	Sage's Crystal Staff+4
00C8CE45	Sage's Crystal Staff+5
00C8CE46	Sage's Crystal Staff+6
00C8CE47	Sage's Crystal Staff+7
00C8CE48	Sage's Crystal Staff+8
00C8CE49	Sage's Crystal Staff+9
00C8CE4A	Sage's Crystal Staff+10
00C8F550	Heretic's Staff
00C8F551	Heretic's Staff+1
00C8F552	Heretic's Staff+2
00C8F553	Heretic's Staff+3
00C8F554	Heretic's Staff+4
00C8F555	Heretic's Staff+5
00C8F556	Heretic's Staff+6
00C8F557	Heretic's Staff+7
00C8F558	Heretic's Staff+8
00C8F559	Heretic's Staff+9
00C8F55A	Heretic's Staff+10
00C91C60	Court Sorcerer's Staff
00C91C61	Court Sorcerer's Staff+1
00C91C62	Court Sorcerer's Staff+2
00C91C63	Court Sorcerer's Staff+3
00C91C64	Court Sorcerer's Staff+4
00C91C65	Court Sorcerer's Staff+5
00C91C66	Court Sorcerer's Staff+6
00C91C67	Court Sorcerer's Staff+7
00C91C68	Court Sorcerer's Staff+8
00C91C69	Court Sorcerer's Staff+9
00C91C6A	Court Sorcerer's Staff+10
00C94370	Witchtree Branch
00C94371	Witchtree Branch+1
00C94372	Witchtree Branch+2
00C94373	Witchtree Branch+3
00C94374	Witchtree Branch+4
00C94375	Witchtree Branch+5
00C94376	Witchtree Branch+6
00C94377	Witchtree Branch+7
00C94378	Witchtree Branch+8
00C94379	Witchtree Branch+9
00C9437A	Witchtree Branch+10
00C96A80	Izalith Staff
00C96A81	Izalith Staff+1
00C96A82	Izalith Staff+2
00C96A83	Izalith Staff+3
00C96A84	Izalith Staff+4
00C96A85	Izalith Staff+5
00C96A86	Izalith Staff+6
00C96A87	Izalith Staff+7
00C96A88	Izalith Staff+8
00C96A89	Izalith Staff+9
00C96A8A	Izalith Staff+10
00C99190	Cleric's Sacred Chime
00C99191	Cleric's Sacred Chime+1
00C99192	Cleric's Sacred Chime+2
00C99193	Cleric's Sacred Chime+3
00C99194	Cleric's Sacred Chime+4
00C99195	Cleric's Sacred Chime+5
00C99196	Cleric's Sacred Chime+6
00C99197	Cleric's Sacred Chime+7
00C99198	Cleric's Sacred Chime+8
00C99199	Cleric's Sacred Chime+9
00C9919A	Cleric's Sacred Chime+10
00C9B8A0	Priest's Chime
00C9B8A1	Priest's Chime+1
00C9B8A2	Priest's Chime+2
00C9B8A3	Priest's Chime+3
00C9B8A4	Priest's Chime+4
00C9B8A5	Priest's Chime+5
00C9B8A6	Priest's Chime+6
00C9B8A7	Priest's Chime+7
00C9B8A8	Priest's Chime+8
00C9B8A9	Priest's Chime+9
00C9B8AA	Priest's Chime+10
00C9DFB0	Saint-tree Bellvine
00C9DFB1	Saint-tree Bellvine+1
00C9DFB2	Saint-tree Bellvine+2
00C9DFB3	Saint-tree Bellvine+3
00C9DFB4	Saint-tree Bellvine+4
00C9DFB5	Saint-tree Bellvine+5
00C9DFB6	Saint-tree Bellvine+6
00C9DFB7	Saint-tree Bellvine+7
00C9DFB8	Saint-tree Bellvine+8
00C9DFB9	Saint-tree Bellvine+9
00C9DFBA	Saint-tree Bellvine+10
00CA06C0	Caitha's Chime
00CA06C1	Caitha's Chime+1
00CA06C2	Caitha's Chime+2
00CA06C3	Caitha's Chime+3
00CA06C4	Caitha's Chime+4
00CA06C5	Caitha's Chime+5
00CA06C6	Caitha's Chime+6
00CA06C7	Caitha's Chime+7
00CA06C8	Caitha's Chime+8
00CA06C9	Caitha's Chime+9
00CA06CA	Caitha's Chime+10
00CA2DD0	Crystal Chime
00CA2DD1	Crystal Chime+1
00CA2DD2	Crystal Chime+2
00CA2DD3	Crystal Chime+3
00CA2DD4	Crystal Chime+4
00CA2DD5	Crystal Chime+5
00CA2DD6	Crystal Chime+6
00CA2DD7	Crystal Chime+7
00CA2DD8	Crystal Chime+8
00CA2DD9	Crystal Chime+9
00CA2DDA	Crystal Chime+10
00CA54E0	Sunlight Talisman
00CA54E1	Sunlight Talisman+1
00CA54E2	Sunlight Talisman+2
00CA54E3	Sunlight Talisman+3
00CA54E4	Sunlight Talisman+4
00CA54E5	Sunlight Talisman+5
00CA54E6	Sunlight Talisman+6
00CA54E7	Sunlight Talisman+7
00CA54E8	Sunlight Talisman+8
00CA54E9	Sunlight Talisman+9
00CA54EA	Sunlight Talisman+10
00CA7BF0	Canvas Talisman
00CA7BF1	Canvas Talisman+1
00CA7BF2	Canvas Talisman+2
00CA7BF3	Canvas Talisman+3
00CA7BF4	Canvas Talisman+4
00CA7BF5	Canvas Talisman+5
00CA7BF6	Canvas Talisman+6
00CA7BF7	Canvas Talisman+7
00CA7BF8	Canvas Talisman+8
00CA7BF9	Canvas Talisman+9
00CA7BFA	Canvas Talisman+10
00CAA300	Sunless Talisman
00CAA301	Sunless Talisman+1
00CAA302	Sunless Talisman+2
00CAA303	Sunless Talisman+3
00CAA304	Sunless Talisman+4
00CAA305	Sunless Talisman+5
00CAA306	Sunless Talisman+6
00CAA307	Sunless Talisman+7
00CAA308	Sunless Talisman+8
00CAA309	Sunless Talisman+9
00CAA30A	Sunless Talisman+10
00CACA10	Saint's Talisman
00CACA11	Saint's Talisman+1
00CACA12	Saint's Talisman+2
00CACA13	Saint's Talisman+3
00CACA14	Saint's Talisman+4
00CACA15	Saint's Talisman+5
00CACA16	Saint's Talisman+6
00CACA17	Saint's Talisman+7
00CACA18	Saint's Talisman+8
00CACA19	Saint's Talisman+9
00CACA1A	Saint's Talisman+10
00CAF120	White Hair Talisman
00CAF121	White Hair Talisman+1
00CAF122	White Hair Talisman+2
00CAF123	White Hair Talisman+3
00CAF124	White Hair Talisman+4
00CAF125	White Hair Talisman+5
00CAF126	White Hair Talisman+6
00CAF127	White Hair Talisman+7
00CAF128	White Hair Talisman+8
00CAF129	White Hair Talisman+9
00CAF12A	White Hair Talisman+10
00CC77C0	Pyromancy Flame
00CC77C1	Pyromancy Flame+1
00CC77C2	Pyromancy Flame+2
00CC77C3	Pyromancy Flame+3
00CC77C4	Pyromancy Flame+4
00CC77C5	Pyromancy Flame+5
00CC77C6	Pyromancy Flame+6
00CC77C7	Pyromancy Flame+7
00CC77C8	Pyromancy Flame+8
00CC77C9	Pyromancy Flame+9
00CC77CA	Pyromancy Flame+10
00CF8500	Dragonslayer Greatbow
00CF8501	Dragonslayer Greatbow+1
00CF8502	Dragonslayer Greatbow+2
00CF8503	Dragonslayer Greatbow+3
00CF8504	Dragonslayer Greatbow+4
00CF8505	Dragonslayer Greatbow+5
00CF8506	Dragonslayer Greatbow+6
00CF8507	Dragonslayer Greatbow+7
00CF8508	Dragonslayer Greatbow+8
00CF8509	Dragonslayer Greatbow+9
00CF850A	Dragonslayer Greatbow+10
00D5C690	Short Bow
00D5C691	Short Bow+1
00D5C692	Short Bow+2
00D5C693	Short Bow+3
00D5C694	Short Bow+4
00D5C695	Short Bow+5
00D5C696	Short Bow+6
00D5C697	Short Bow+7
00D5C698	Short Bow+8
00D5C699	Short Bow+9
00D5C69A	Short Bow+10
00D5EDA0	Composite Bow
00D5EDA1	Composite Bow+1
00D5EDA2	Composite Bow+2
00D5EDA3	Composite Bow+3
00D5EDA4	Composite Bow+4
00D5EDA5	Composite Bow+5
00D5EDA6	Composite Bow+6
00D5EDA7	Composite Bow+7
00D5EDA8	Composite Bow+8
00D5EDA9	Composite Bow+9
00D5EDAA	Composite Bow+10
00D5F37C	Hollow Composite Bow
00D5F37D	Hollow Composite Bow+1
00D5F37E	Hollow Composite Bow+2
00D5F37F	Hollow Composite Bow+3
00D5F380	Hollow Composite Bow+4
00D5F381	Hollow Composite Bow+5
00D5F382	Hollow Composite Bow+6
00D5F383	Hollow Composite Bow+7
00D5F384	Hollow Composite Bow+8
00D5F385	Hollow Composite Bow+9
00D5F386	Hollow Composite Bow+10
00D63BC0	Light Crossbow
00D63BC1	Light Crossbow+1
00D63BC2	Light Crossbow+2
00D63BC3	Light Crossbow+3
00D63BC4	Light Crossbow+4
00D63BC5	Light Crossbow+5
00D63BC6	Light Crossbow+6
00D63BC7	Light Crossbow+7
00D63BC8	Light Crossbow+8
00D63BC9	Light Crossbow+9
00D63BCA	Light Crossbow+10
00D662D0	Arbalest
00D662D1	Arbalest+1
00D662D2	Arbalest+2
00D662D3	Arbalest+3
00D662D4	Arbalest+4
00D662D5	Arbalest+5
00D662D6	Arbalest+6
00D662D7	Arbalest+7
00D662D8	Arbalest+8
00D662D9	Arbalest+9
00D662DA	Arbalest+10
00D689E0	Longbow
00D689E1	Longbow+1
00D689E2	Longbow+2
00D689E3	Longbow+3
00D689E4	Longbow+4
00D689E5	Longbow+5
00D689E6	Longbow+6
00D689E7	Longbow+7
00D689E8	Longbow+8
00D689E9	Longbow+9
00D689EA	Longbow+10
00D6B0F0	Dragonrider Bow
00D6B0F1	Dragonrider Bow+1
00D6B0F2	Dragonrider Bow+2
00D6B0F3	Dragonrider Bow+3
00D6B0F4	Dragonrider Bow+4
